clump,Total Number of Seals,width,height,avg_r,sd_r,avg_g,sd_g,avg_b,sd_b
LS21323_DJI_0001_clump_0019,2,162,238,131.93827160493800,9.914671772389360,128.61624649859900,14.245685942911200,130.45764602137200,26.67900422460440
LS21323_DJI_0001_clump_0020,2,204,194,99.53921568627450,13.794124615018400,108.57388316151200,8.961575384644430,110.16034970689300,17.612833580385200
LS21323_DJI_0002_clump_0001,7,384,216,131.33072916666700,12.267737731613300,128.90277777777800,9.522299607490560,125.78226273148100,28.382536522445400
LS21323_DJI_0002_clump_0002,2,152,244,122.71052631578900,9.79032254384223,114.37704918032800,9.434555600561960,120.28472821397800,25.244934348465100
LS21323_DJI_0002_clump_0003,2,196,164,123.79931972789100,9.962883475996170,128.26626016260200,11.466469314219700,130.18837108013900,28.078170549970500
LS21323_DJI_0002_clump_0004,4,212,342,118.49056603773600,21.84705783755760,127.83040935672500,21.02807209450650,127.94412722056700,30.04405273156860
LS21323_DJI_0002_clump_0005,2,204,210,127.08006535947700,8.959702521667440,122.37142857142900,9.182720635881500,121.00646591970100,16.35877028654830
LS21323_DJI_0002_clump_0006,2,196,136,140.73809523809500,8.782874750836930,136.5686274509800,13.433758912094000,138.45610744297700,37.27324230665860
LS21323_DJI_0002_clump_0007,2,230,210,127.30724637681200,14.657780432254000,135.43492063492100,8.723334129049200,130.16438923395400,19.45378594962850
LS21323_DJI_0002_clump_0008,4,240,222,111.92777777777800,16.283011104131900,131.5165165165170,13.60888236250990,124.07516891891900,30.704605873644600
LS21323_DJI_0002_clump_0009,3,248,370,121.66397849462400,14.304766228769800,124.2954954954960,14.994746151298200,120.95559067131600,22.187066800659600
LS21323_DJI_0002_clump_0010,2,162,210,136.77572016460900,10.169808611641200,132.63015873015900,9.097603642624620,126.71778365667300,18.210818344819100
LS21323_DJI_0002_clump_0011,1,162,246,109.93004115226300,7.443286449346870,103.05555555555600,8.525008819283700,111.32552945899800,20.085279333583300
LS21323_DJI_0002_clump_0012,2,282,126,120.20449172576800,9.695702475378780,126.1984126984130,11.727293612334100,124.99355510525700,25.25049976718480
LS21323_DJI_0002_clump_0013,2,178,176,126.16666666666700,7.65527977049463,126.12310606060600,9.026580918579320,131.56326608784500,37.443036667029300
LS21323_DJI_0002_clump_0014,5,230,400,115.33333333333300,12.04323932862630,108.82333333333300,14.00941786402590,110.22934782608700,16.525671978993100
LS21323_DJI_0002_clump_0015,1,110,194,119.88484848484800,15.013087648269400,125.75601374570400,12.579325887339100,123.25402999062800,24.970865782542400
LS21323_DJI_0002_clump_0016,4,290,256,117.25632183908000,25.005053287673800,133.31380208333300,14.353669577353,124.26837284482800,24.70345756075080
LS21323_DJI_0002_clump_0017,2,170,240,115.58823529411800,11.359674930774700,106.12638888888900,7.11019403266175,103.20799019607800,17.545387217937200
LS21323_DJI_0002_clump_0018,2,214,200,123.94392523364500,17.777001370843100,125.45,10.232831149458800,127.76077102803700,34.371192409193700
LS21323_DJI_0002_clump_0019,3,246,176,127.99186991869900,18.92009840364670,125.23484848484800,13.721449614472100,123.3132160014780,19.735855866567800
LS21323_DJI_0002_clump_0020,2,196,74,121.18537414966000,28.381056074565500,129.56756756756800,8.436964594020170,119.53171538885800,29.162311115740100
LS21323_DJI_0002_clump_0021,1,256,318,120.37109375,9.47070856265311,116.44863731656200,11.933866648974500,117.93590310534600,20.212694918023700
LS21323_DJI_0002_clump_0022,2,248,200,115.22849462365600,20.796930214240600,129.44166666666700,12.954790512479200,118.36262096774200,20.570601232487400
LS21323_DJI_0002_clump_0023,2,170,158,142.521568627451,12.619411031990000,139.66033755274300,10.191863465466800,143.09895755770700,26.93254512666210
LS21323_DJI_0003_clump_0001,4,248,246,117.69623655914000,15.59386034502580,135.0569105691060,14.087493240252900,127.11670600577000,28.23072366080350
LS21323_DJI_0003_clump_0002,4,196,172,125.23979591836700,25.346415865705,146.63178294573600,14.574723178703400,143.36518153773100,40.80792084820980
LS21323_DJI_0003_clump_0003,4,230,206,134.268115942029,17.501030965520900,138.66828478964400,17.781804014665700,146.3504854368930,30.02202154986900
LS21323_DJI_0003_clump_0004,2,170,198,143.3156862745100,13.433217133964700,148.26430976431000,8.39026044380152,153.7544266191330,33.460688124207900
LS21323_DJI_0003_clump_0005,2,162,240,128.28600823045300,14.540085421543300,141.5638888888890,18.89448262762000,142.92008744856000,36.950570611438100
LS21323_DJI_0003_clump_0006,2,170,126,108.06274509803900,15.934054796829300,125.95502645502600,37.47274972682480,129.2406629318390,42.34532703706650
LS21323_DJI_0003_clump_0007,4,162,262,132.1687242798350,23.668586455305900,141.91730279898200,31.95121170817750,134.8439119781360,32.61920098712890
LS21323_DJI_0003_clump_0008,4,332,120,134.08132530120500,11.435887843700500,135.93333333333300,8.640408940939470,139.23511546184700,38.052505034416600
LS21323_DJI_0003_clump_0009,2,238,170,125.34173669467800,11.661940794324700,137.9607843137260,13.396605927071400,134.06730103806200,22.32906273208000
LS21323_DJI_0003_clump_0010,2,128,188,133.84375,24.534872344022900,143.5035460992910,14.691085787292100,132.8736286569150,33.79015950961530
LS21323_DJI_0003_clump_0011,1,128,296,128.05208333333300,14.813858792576300,148.39864864864900,16.47838053938790,132.4472392314190,27.078054469789100
LS21323_DJI_0003_clump_0012,9,230,386,123.82608695652200,22.645891921493700,140.89982728842800,33.81178704202650,138.59629421040800,31.209839213973100
LS21323_DJI_0003_clump_0013,2,180,222,126.62962962963000,9.801731321550430,119.17117117117100,12.287257889218600,123.54697197197200,19.05544425606530
LS21323_DJI_0003_clump_0014,2,230,170,149.49710144927500,10.1659059494133,156.64117647058800,8.650210843414440,142.4675191815860,30.819454342481500
LS21323_DJI_0003_clump_0015,3,144,216,155.1273148148150,15.46351722642690,143.9212962962960,26.358432310651000,140.9143840020580,30.933920535642100
LS21323_DJI_0003_clump_0016,2,136,272,115.32598039215700,10.81684015327840,103.51102941176500,18.464522843612100,118.36618728373700,29.386795295771600
LS21323_DJI_0003_clump_0017,2,162,194,119.7119341563790,9.54690292808607,105.95189003436400,17.727153775038200,109.57986508845600,16.993577516374100
LS21323_DJI_0004_clump_0001,2,212,206,135.7751572327040,11.12711342968900,146.8640776699030,12.388308934610100,142.193808389815,22.516022671048500
LS21323_DJI_0004_clump_0002,3,206,210,125.68122977346300,26.911703949971200,137.25714285714300,34.49141468648150,145.13684697179800,36.43011468912440
LS21323_DJI_0004_clump_0003,2,206,204,153.30906148867300,12.900664119257700,161.29084967320300,10.426542671879000,155.4539310869980,21.62993973724710
LS21323_DJI_0004_clump_0004,9,358,318,145.61731843575400,34.788637107055300,143.51572327044000,14.203162909584900,148.2862074417620,31.161943151057900
LS21323_DJI_0004_clump_0005,2,146,164,101.68721461187200,33.83414247863310,102.7459349593500,20.412376778608300,114.23943367858300,46.155693860998400
LS21323_DJI_0004_clump_0006,3,102,222,103.90522875817000,10.578102248035400,91.21171171171170,15.040443408054300,95.14220102455400,29.96678084317160
LS21323_DJI_0004_clump_0007,3,120,216,146.58055555555600,17.18087307709820,136.72993827160500,27.027584765712900,142.3466435185190,31.732172991732600
LS21323_DJI_0005_clump_0001,2,154,222,138.53679653679700,15.583796283991300,126.96246246246200,13.88812342667850,137.21519246519200,32.684726177383800
LS21323_DJI_0005_clump_0002,2,162,176,135.74074074074100,10.483902350976000,128.50189393939400,15.363893999804700,130.35823512906800,22.749169786031600
LS21323_DJI_0005_clump_0003,5,300,232,117.43333333333300,15.473023119107800,114.13505747126400,21.511668331907300,122.35915229885100,30.026509185703000
LS21323_DJI_0005_clump_0004,2,162,154,112.06378600823000,10.054892819754900,100.05194805194800,23.397411391892400,118.52677569344200,47.27017135871270
LS21323_DJI_0005_clump_0005,2,204,160,135.0261437908500,10.479015889793300,122.6125,11.074550875016700,140.02408088235300,32.59136811340180
LS21323_DJI_0005_clump_0006,3,144,198,140.78703703703700,15.536278288982300,141.26599326599300,21.049403690617800,139.41109006734000,31.18633729286610
LS21323_DJI_0005_clump_0007,3,316,96,112.5464135021100,24.45871743254440,117.23958333333300,22.336479003433700,133.0446993670890,44.147270809179900
LS21323_DJI_0005_clump_0008,4,290,136,123.5919540229890,10.356304297891700,122.15441176470600,20.247807437511100,112.75060851927000,30.71947890201010
LS21323_DJI_0005_clump_0009,3,152,222,153.69956140350900,12.220187488896100,136.6036036036040,16.290777036208900,139.6852181128500,38.50413341795580
LS21323_DJI_0005_clump_0010,2,188,238,123.08687943262400,11.841053038922300,113.47478991596600,11.583338646502700,138.90606561773600,37.8141032577705
LS21323_DJI_0005_clump_0011,6,246,198,122.77371273712700,29.049607370558500,111.35016835016800,37.74326628424340,138.78605157263700,37.09540972617370
LS21323_DJI_0005_clump_0012,5,230,280,115.74057971014500,14.84092284759560,110.725,10.36083944705350,120.7013354037270,24.546111216574600
LS21323_DJI_0005_clump_0013,1,152,268,114.15789473684200,11.865532382736200,111.00373134328400,13.565988932946200,108.64895915161000,17.825467806768700
LS21323_DJI_0005_clump_0014,2,144,240,116.73379629629600,15.15585592836870,115.31388888888900,10.552847240273300,109.4328125,21.17196318700030
LS21323_DJI_0005_clump_0015,2,188,160,136.70212765957400,20.051350631309900,131.69583333333300,17.345123694347700,140.17270611702100,35.764777945349000
LS21323_DJI_0005_clump_0016,3,196,256,123.18197278911600,12.327691914743700,123.16666666666700,16.42496617618710,116.93126195790800,19.457991652379500
LS21323_DJI_0005_clump_0017,1,172,278,129.29651162790700,15.990890922097600,135.31294964028800,35.011565751670600,131.60613602141500,35.63427271597140
LS21323_DJI_0006_clump_0001,2,172,188,137.8468992248060,11.810921978494800,132.47517730496500,14.383837245489600,135.0887555665510,25.964650535337300
LS21323_DJI_0006_clump_0002,4,230,234,157.15072463768100,14.65112770243850,116.9928774928780,43.82042097012800,146.18381642512100,39.12313230918060
LS21323_DJI_0006_clump_0003,1,188,250,118.99468085106400,19.59976226709170,115.328,20.891252140549200,115.55474468085100,28.18225001283390
LS21323_DJI_0006_clump_0004,6,256,172,123.20572916666700,30.944327840655800,139.79263565891500,18.166692199087900,141.4487191133720,37.89240674238010
LS21323_DJI_0007_clump_0001,4,222,228,129.487987987988,13.314762061133500,118.73976608187100,18.870119266047900,136.2299865655130,33.83032116262910
LS21323_DJI_0007_clump_0002,1,196,280,128.17176870748300,14.657753825597200,140.27738095238100,17.64195385998200,122.14808673469400,21.609256727053000
LS21323_DJI_0007_clump_0003,2,170,256,125.7921568627450,11.10413883511510,122.72265625,10.901065851298000,126.19455422794100,29.587415547199900
LS21323_DJI_0007_clump_0004,2,248,274,128.58467741935500,18.148086532425800,140.6934306569340,20.849674696405300,127.52522368730900,27.757029977804200
LS21323_DJI_0007_clump_0005,2,170,204,144.97254901960800,11.690922881288100,132.1045751633990,13.604191683281400,145.54051326412900,37.06624461910480
LS21323_DJI_0007_clump_0006,2,196,192,145.91836734693900,16.31503634503720,142.19444444444400,16.729165225312400,152.50364051870700,34.12895848579110
LS21323_DJI_0007_clump_0007,1,162,164,124.6872427983540,10.363403172686600,123.6869918699190,16.137732683199500,118.8442110810000,19.505521757050300
LS21323_DJI_0007_clump_0008,2,204,166,118.91993464052300,6.793773196397870,127.26907630522100,11.366648156402400,128.93662886841500,18.225537314897300
LS21323_DJI_0007_clump_0009,2,222,92,140.42942942942900,11.350092483065900,122.96739130434800,12.15848044855510,132.5870054837450,27.62561967591370
LS21323_DJI_0008_clump_0001,2,162,232,100.20164609053500,10.018115143840300,100.49425287356300,10.639871405344200,90.68175287356320,16.062625587863300
LS21323_DJI_0008_clump_0002,2,248,148,105.63037634408600,8.097304202154940,103.11936936936900,5.569922732134140,116.10614646905000,29.34667147331500
LS21323_DJI_0008_clump_0003,2,120,234,95.225,11.48897720522690,106.7008547008550,11.311264302640400,103.29864672364700,30.820633529505800
LS21323_DJI_0008_clump_0004,6,290,240,105.76206896551700,32.90469952593090,81.69166666666670,18.435230086259700,101.21538793103400,29.681420065752000
LS21323_DJI_0008_clump_0005,2,214,188,110.83021806853600,13.616606921865500,113.33687943262400,21.45843718522560,117.23210379797200,28.199235335413800
LS21323_DJI_0008_clump_0006,2,170,250,99.00980392156860,15.283269782859700,109.56266666666700,11.173811922924500,110.11701176470600,35.69322727006910
LS21323_DJI_0008_clump_0007,4,206,204,116.91585760517800,18.35225375238750,110.83169934640500,20.89499365535490,117.50378355225600,37.451173682597100
LS21323_DJI_0008_clump_0008,2,152,234,115.11184210526300,14.112432000102800,113.81623931623900,16.365017884459600,121.20355375618500,30.077423088315300
LS21323_DJI_0008_clump_0009,2,128,250,120.5859375,8.404048513232210,114.112,11.960077591721600,105.0109375,24.098966634922200
LS21323_DJI_0008_clump_0010,4,230,296,111.70144927536200,10.806767776891400,101.12837837837800,16.541626609371200,110.40336368977700,34.61029225604280
LS21323_DJI_0008_clump_0011,4,162,234,117.059670781893,10.703184936870400,94.32193732193730,21.601191080027100,116.32370475889000,41.180610007315900
LS21323_DJI_0008_clump_0012,4,146,318,107.27168949771700,9.255711423183550,103.22117400419300,16.507616318696000,102.05761609373700,22.94430875663020
LS21323_DJI_0008_clump_0013,2,214,136,114.60747663551400,9.081071693530270,122.57843137254900,8.472488666624150,119.65557998900500,37.108318008975500
LS21323_DJI_0008_clump_0014,2,188,232,116.20921985815600,8.990273709804070,101.28448275862100,7.471754515310250,99.28384079236980,17.998724971012200
LS21323_DJI_0008_clump_0015,2,196,182,108.91326530612200,9.43673677191442,113.20879120879100,11.246668029343900,113.76925880242200,31.112878471889000
LS21323_DJI_0008_clump_0016,2,196,142,106.89625850340100,10.73099267021830,109.97652582159600,9.369534746043400,104.86440068985300,23.596611942175000
LS21323_DJI_0008_clump_0017,2,136,234,105.65196078431400,14.379194054102000,97.84757834757840,20.059267273190900,108.34577677224700,30.011179767264600
LS21323_DJI_0008_clump_0018,2,206,124,85.25242718446600,21.157164292619500,91.8736559139785,15.887462243126400,94.95133886627000,27.45378381250320
LS21323_DJI_0008_clump_0019,2,196,166,109.04251700680300,14.53999510351550,101.44779116465900,14.327995356795000,110.10689697565800,29.42194407829650
LS21323_DJI_0008_clump_0020,2,180,164,110.20185185185200,8.88579788077875,116.17276422764200,10.584571821841800,118.09495257452600,25.58739000697460
LS21323_DJI_0008_clump_0021,2,188,182,109.21631205673800,19.910954695732900,110.60989010989000,13.078650961660200,102.67491816693900,20.776115646970200
LS21323_DJI_0009_clump_0001,2,188,210,99.01950354609930,18.975104325159800,102.15238095238100,11.714552842482700,101.08072441742700,27.035060977718100
LS21323_DJI_0009_clump_0002,2,188,222,102.02659574468100,5.601829909960110,90.29129129129130,11.309028621530500,92.66829595553,28.682965741038000
LS21323_DJI_0009_clump_0003,2,196,136,94.07312925170070,9.235381484279070,93.33823529411770,10.860898963602300,89.1984918967587,24.580307276941600
LS21323_DJI_0009_clump_0004,9,334,320,101.15768463073900,9.968167189313950,96.01875,11.903678637470300,96.05334019461080,32.48160535803330
LS21323_DJI_0009_clump_0005,3,222,250,84.53303303303300,22.516786306564400,94.78266666666670,9.833247999629740,92.07677477477480,32.60872261096170
LS21323_DJI_0009_clump_0006,6,290,250,102.67471264367800,11.311419500855000,92.22533333333330,20.17076824405940,95.79355862068970,30.25164006768050
LS21323_DJI_0009_clump_0007,4,230,354,92.8391304347826,8.765805061390030,86.88512241054620,12.114487791024300,94.63645295996070,30.400458512411600
LS21323_DJI_0009_clump_0008,2,240,154,90.71388888888890,8.826495868745860,85.24675324675320,8.2797241167768,99.72229437229440,29.949491043813700
LS21323_DJI_0009_clump_0009,4,230,170,78.69710144927540,25.435274325318400,92.08235294117650,10.268220646635000,97.08575447570330,48.03226469568650
LS21323_DJI_0009_clump_0010,2,144,256,81.18287037037040,8.388505313260740,91.86328125,8.641337525718950,90.09768337673610,26.921767307573200
LS21323_DJI_0009_clump_0011,3,240,188,94.98333333333330,12.480529280087100,117.70035460992900,34.205272081539200,100.53920656028400,31.968908267633300
LS21323_DJI_0009_clump_0012,3,246,182,75.04607046070460,16.709555937441100,94.51465201465200,14.301974990020400,83.80577146430810,29.434343417612100
LS21323_DJI_0009_clump_0013,0,256,130,94.82161458333330,26.5140627289203,88.05641025641030,11.29110825274820,85.79681490384620,19.081355792857700
LS21323_DJI_0009_clump_0014,5,264,238,89.10353535353540,35.159332678109300,78.3921568627451,28.9463958385603,86.92688439011970,28.934506960869900
LS21323_DJI_0009_clump_0015,2,212,164,99.51100628930820,10.927643884853400,90.3739837398374,16.00629874696120,95.59756097560980,28.882531357432200
LS21323_DJI_0009_clump_0016,2,240,238,78.82777777777780,15.41124429166200,91.53221288515410,19.264405250849700,88.52127100840340,21.52332790678190
LS21323_DJI_0009_clump_0017,2,188,182,83.78014184397160,15.154683380020700,93.45970695970700,13.465980304276100,88.28659106850600,19.43941513136310
LS21323_DJI_0009_clump_0018,2,152,152,128.44956140350900,10.623422474456700,124.07236842105300,14.746885773091800,109.81301939058200,29.25047813416370
LS21323_DJI_0009_clump_0019,2,162,142,126.53086419753100,10.174307697000600,138.34976525821600,6.16115442823488,112.45431229351400,25.00306448112410
LS21323_DJI_0009_clump_0020,4,196,302,90.578231292517,10.953007334097300,94.34878587196470,15.239579860732100,90.13567711852950,28.02840984847260
LS21323_DJI_0009_clump_0021,2,188,210,88.45744680851060,7.001770131229310,86.13015873015870,9.858951857111210,84.51195542046610,18.517399439228300
LS21323_DJI_0009_clump_0022,2,222,136,102.37387387387400,30.95278554574930,143.43872549019600,7.7832884289213900,116.58035241123500,27.848174724528900
LS21323_DJI_0009_clump_0023,2,172,160,95.35852713178300,9.826071995152240,100.21875,11.120741811475500,102.66468023255800,27.37551081953190
LS21323_DJI_0009_clump_0024,1,188,284,108.25,12.536029634900000,97.24413145539910,14.659885088853900,95.45141594246330,18.46055330324130
LS21323_DJI_0009_clump_0025,2,206,136,94.56472491909390,8.302328503575880,103.20833333333300,10.389390759783600,100.08423757852700,37.42906159127130
LS21323_DJI_0009_clump_0026,2,170,216,87.03137254901960,14.110870377903400,88.41203703703700,16.561659301333400,92.5875,20.002770003234200
LS21323_DJI_0009_clump_0027,2,110,228,101.66363636363600,8.106051543467040,95.78654970760230,8.361079795513520,92.32579744816590,34.61258523976080
LS21323_DJI_0009_clump_0028,2,178,250,76.45131086142320,9.993278085587060,80.31466666666670,12.413741776309400,77.23015730337080,14.869850900999400
LS21323_DJI_0009_clump_0029,2,316,142,95.86497890295360,9.174280533741660,79.04225352112680,20.445119453689500,98.04871634872530,25.882122828173400
LS21323_DJI_0009_clump_0030,4,256,222,85.46744791666670,14.923380102885700,81.59909909909910,13.908320551733000,85.653100365991,21.789450586080600
LS21323_DJI_0009_clump_0031,2,172,114,96.35852713178300,8.064021021795610,100.62865497076000,11.880969005375200,80.8639840881273,19.54885166097760
LS21323_DJI_0009_clump_0032,2,136,182,132.39705882352900,9.188344661797950,127.4908424908430,8.35153187374595,109.93107627666500,30.013430531797000
LS21323_DJI_0009_clump_0033,2,178,160,95.38014981273410,10.127633942138000,86.36041666666670,11.21166133213040,87.28212780898880,17.79865946916780
LS21323_DJI_0010_clump_0001,2,256,148,93.0703125,9.217298835288480,89.55855855855860,6.584427006454520,100.8088576858110,30.512955954566600
LS21323_DJI_0010_clump_0002,4,230,244,98.10289855072460,11.059764798380900,86.07513661202190,13.938627554249800,99.0224518888097,35.01205161380540
LS21323_DJI_0010_clump_0003,8,324,314,105.90843621399200,10.308455258570400,92.90339702760090,18.599597315730700,98.83423763466230,33.26223021962430
LS21323_DJI_0010_clump_0004,13,360,494,88.14814814814820,21.32439691944540,101.95006747638300,11.214577009959700,88.71754948268110,30.405946591119800
LS21323_DJI_0010_clump_0005,4,204,284,84.63071895424840,20.487224717059400,98.60211267605630,11.392491772041600,96.07342584921290,26.905088035414600
LS21323_DJI_0010_clump_0006,2,162,160,131.02674897119300,9.602452989865730,130.96666666666700,8.854785272507870,112.17943672839500,29.658041062799900
LS21323_DJI_0010_clump_0007,2,188,172,88.68439716312060,12.278521774913000,95.97868217054260,12.664940123855500,91.59225012370110,21.95676249262690
LS21323_DJI_0010_clump_0008,2,188,200,94.34929078014180,6.416428067265870,95.485,14.364531840613500,95.2469414893617,29.907188058398400
LS21323_DJI_0010_clump_0009,4,230,188,77.52608695652170,14.754514437361000,71.38475177304960,18.046212784414600,88.12002775208140,29.77965140397150
LS21323_DJI_0010_clump_0010,4,196,296,82.85544217687080,10.975135207900200,93.52702702702700,18.129083924849200,83.29372931605070,24.224046434353200
LS21323_DJI_0010_clump_0011,2,178,216,93.59363295880150,5.330784448050110,83.60648148148150,10.613194441920100,86.96418539325840,18.740118552579000
LS21323_DJI_0010_clump_0012,3,204,306,98.25326797385620,5.572420336381150,87.93464052287580,8.274174223181990,101.82282455465800,30.41979831976290
LS21323_DJI_0010_clump_0013,3,238,198,76.70308123249300,17.847825987127700,101.25420875420900,8.282940002257700,85.5366692131398,29.205389056265700
LS21323_DJI_0010_clump_0014,2,180,188,96.72777777777780,9.59272325808333,99.93971631205670,13.312125222281600,102.213268321513,26.66135465849170
LS21323_DJI_0010_clump_0015,2,180,240,80.27222222222220,10.487292427940400,94.76388888888890,8.63743958904032,92.969375,28.568820612399300
LS21323_DJI_0010_clump_0016,2,196,114,98.53401360544220,11.753297389976600,101.26900584795300,9.110955339523740,96.34944504117440,23.504465083345600
LS21323_DJI_0010_clump_0017,2,128,216,105.11458333333300,10.136690567425000,99.97067901234570,8.34688184749127,98.61078559027780,38.600245772008600
LS21323_DJI_0010_clump_0018,1,222,126,83.46996996997000,14.70336825823380,88.83333333333330,8.681077762070280,94.22554697554700,21.409834766847600
LS21323_DJI_0010_clump_0019,2,206,152,96.36084142394820,7.604560499616620,95.26754385964910,22.915623244944000,101.54803270311700,35.79012240108820
LS21323_DJI_0010_clump_0020,2,136,216,93.81127450980390,13.383160707863000,94.20987654320990,17.140192494548900,102.25224673202600,27.131757144888100
LS21323_DJI_0010_clump_0021,6,316,222,83.68143459915610,17.222293019365300,66.33633633633630,17.39354841651090,84.31924962937620,24.90730279540920
LS21323_DJI_0010_clump_0022,2,178,148,99.9812734082397,8.420571023152740,94.23648648648650,12.19549548717660,94.09941542666260,26.563851298935800
LS21323_DJI_0010_clump_0023,2,170,136,141.1705882352940,8.039627201327940,143.8799019607840,6.99809413762174,124.69584775086500,29.125294005810800
LS21323_DJI_0010_clump_0024,3,222,456,93.96846846846850,13.81594684210610,105.3296783625730,18.763967800437300,86.80638533270110,25.635376069959100
LS21323_DJI_0010_clump_0025,2,188,216,102.46631205673800,9.21611677361404,95.17438271604940,10.57449286303220,95.2431048069346,26.591572045205400
LS21323_DJI_0010_clump_0026,2,146,170,134.85616438356200,11.158871233500900,130.1078431372550,9.288942258896840,112.66893634166000,30.45586802665500
LS21323_DJI_0010_clump_0027,2,222,114,73.84384384384380,16.20374033488810,81.62280701754390,11.502395136450400,83.22530425162010,24.283272188270700
LS21323_DJI_0010_clump_0028,3,178,204,105.58988764044900,18.926290366275500,94.30392156862740,15.707262307495300,98.40132738488650,35.77994729052110
LS21323_DJI_0010_clump_0029,5,342,266,89.48343079922030,8.168678492117890,92.703007518797,9.876468374186670,90.30376379545360,28.758933237262200
LS21323_DJI_0010_clump_0030,2,212,130,81.16352201257860,13.640198736004200,86.85897435897440,12.516373234610000,88.70511611030480,28.64216222868940
LS21323_DJI_0010_clump_0031,2,154,142,128.85064935064900,9.337664595487690,138.83802816901400,9.558299486290910,111.10824035119800,25.69716133632010
LS21323_DJI_0010_clump_0032,1,274,182,87.49513381995130,14.992596734907900,80.06043956043960,12.29528375992960,89.35176866928690,20.413812386310600
LS21323_DJI_0010_clump_0033,1,212,114,92.62893081761010,14.772191901469100,90.50877192982460,10.459260102113200,104.71718801721300,32.05248120883270
LS21323_DJI_0010_clump_0034,2,366,102,75.1639344262295,24.340527640035600,98.12745098039220,11.219443529442200,88.87876352726880,21.6584357951835
LS21323_DJI_0010_clump_0035,3,128,274,147.70052083333300,13.855143439486000,140.19951338199500,23.750407342014600,117.1890111770070,36.33346484081630
LS21323_DJI_0010_clump_0036,2,162,210,91.67695473251030,20.75549815069610,90.3047619047619,12.952752095522900,88.95123456790120,19.756254338398400
LS21323_DJI_0010_clump_0037,4,154,342,79.62337662337660,18.285995607340100,84.75438596491230,9.648304058831010,80.96128579023320,20.386037636717800
LS21323_DJI_0010_clump_0038,6,196,416,82.55952380952380,12.825816112704700,82.91586538461540,30.654899923425200,86.42367788461540,24.1575549028228
LS21323_DJI_0010_clump_0039,2,152,204,84.58991228070180,18.607223271811500,86.88071895424840,19.426259621496800,89.3922858617131,24.140910241811800
LS21323_DJI_0011_clump_0001,5,162,246,122.47942386831300,19.516126825075600,139.34959349593500,12.924515311636100,117.27805379905700,27.12239771184660
LS21323_DJI_0011_clump_0002,2,154,232,112.34415584415600,14.97734791925220,120.52586206896600,15.480036016154300,118.89445253022800,24.458785135414400
LS21323_DJI_0011_clump_0003,4,240,262,116.86666666666700,14.263453688048700,110.24554707379100,20.424116657524000,116.4148854961830,35.32146772846860
LS21323_DJI_0011_clump_0004,2,162,210,134.46296296296300,8.63965797854768,134.6063492063490,17.377524921173100,127.95708406819500,34.547554894222200
